FID,Wet_Maxent,NPP,Economy,Category,Status,Sitename
75,2,1708,Mixed,Anth,Predict,
506,1,1712,Mixed,Anth,Predict,
68,2,1715,Mixed,Anth,Predict,
777,4,1717,Pastoralist,Anth,Predict,
754,1,1724,Mixed,Anth,Predict,
148,1,1728,Mixed,Anth,Predict,
528,4,1735,Pastoralist,Anth,Predict,
757,4,1737,Pastoralist,Anth,Predict,
786,4,1737,Pastoralist,Anth,Predict,
517,4,1740,Pastoralist,Anth,Predict,
885,4,1743,Pastoralist,Anth,Predict,
657,4,1747,Mixed,Anth,Predict,
670,4,1748,Pastoralist,Anth,Predict,
543,4,1758,Pastoralist,Anth,Predict,
98,4,1763,Mixed,Anth,Predict,
353,2,1766,Non Anth,Non Anth,Predict,
512,1,1769,Mixed,Anth,Predict,
731,4,1770,Pastoralist,Anth,Predict,
501,4,1771,Pastoralist,Anth,Predict,
891,2,1774,Pastoralist,Anth,Predict,
899,2,1774,Pastoralist,Anth,Predict,
622,1,1775,Pastoralist,Anth,Predict,
771,1,1778,Fishing/Foraging,Anth,Predict,
588,4,1779,Pastoralist,Anth,Predict,
864,2,1783,Pastoralist,Anth,Predict,
897,4,1784,Pastoralist,Anth,Predict,
903,1,1785,Fishing/Foraging,Anth,Predict,
905,1,1785,Fishing/Foraging,Anth,Predict,
81,4,1788,Mixed,Anth,Predict,
83,2,1788,Mixed,Anth,Predict,
522,1,1792,Fishing/Foraging,Anth,Predict,
292,1,1793,Mixed,Anth,Predict,
87,2,1797,Mixed,Anth,Predict,
22,2,1800,Mixed,Anth,Predict,
169,4,1800,Mixed,Anth,Predict,
613,1,1805,Pastoralist,Anth,Predict,
729,4,1812,Pastoralist,Anth,Predict,
740,4,1812,Pastoralist,Anth,Predict,
350,2,1814,Non Anth,Non Anth,Predict,
260,2,1815,Mixed,Anth,Predict,
575,2,1816,Non Anth,Non Anth,Predict,
421,4,1817,Pastoralist,Anth,Predict,
500,4,1820,Mixed,Anth,Predict,
57,2,1821,Mixed,Anth,Predict,
513,1,1821,Mixed,Anth,Predict,
96,2,1822,Mixed,Anth,Predict,
516,2,1822,Non Anth,Non Anth,Predict,
257,4,1833,Pastoralist,Anth,Predict,
770,1,1835,Fishing/Foraging,Anth,Predict,
736,4,1839,Pastoralist,Anth,Predict,
333,4,1841,Pastoralist,Anth,Predict,
874,2,1847,Pastoralist,Anth,Predict,
23,2,1852,Mixed,Anth,Predict,
42,2,1852,Mixed,Anth,Predict,
744,1,1857,Mixed,Anth,Predict,
192,4,1858,Pastoralist,Anth,Predict,
734,4,1864,Mixed,Anth,Predict,
65,4,1868,Mixed,Anth,Predict,
86,4,1868,Mixed,Anth,Predict,
283,2,1882,Mixed,Anth,Predict,
624,4,1886,Pastoralist,Anth,Predict,
84,4,1897,Mixed,Anth,Predict,
212,4,1900,Mixed,Anth,Predict,
76,2,1903,Mixed,Anth,Predict,
619,1,1905,Fishing/Foraging,Anth,Predict,
427,1,1908,Pastoralist,Anth,Predict,
432,4,1916,Pastoralist,Anth,Predict,
763,4,1917,Pastoralist,Anth,Predict,
774,1,1917,Fishing/Foraging,Anth,Predict,
785,1,1917,Fishing/Foraging,Anth,Predict,
602,1,1918,Fishing/Foraging,Anth,Predict,
395,2,1922,Non Anth,Non Anth,Predict,
514,4,1924,Mixed,Anth,Predict,
85,4,1930,Mixed,Anth,Predict,
520,4,1931,Mixed,Anth,Predict,
436,2,1934,Pastoralist,Anth,Predict,
97,2,1941,Mixed,Anth,Predict,
221,2,1945,Non Anth,Non Anth,Predict,
732,1,1947,Mixed,Anth,Predict,
846,4,1952,Mixed,Anth,Predict,
215,1,1961,Fishing/Foraging,Anth,Predict,
361,2,1961,Non Anth,Non Anth,Predict,
430,2,1961,Pastoralist,Anth,Predict,
271,2,1965,Mixed,Anth,Predict,
332,2,1976,Non Anth,Non Anth,Predict,
55,2,1980,Mixed,Anth,Predict,
109,1,1981,Mixed,Anth,Predict,
118,2,1985,Mixed,Anth,Predict,
82,2,1993,Mixed,Anth,Predict,
555,4,1993,Pastoralist,Anth,Predict,
115,2,2005,Mixed,Anth,Predict,
429,1,2008,Pastoralist,Anth,Predict,
242,4,2009,Mixed,Anth,Predict,
590,1,2009,Pastoralist,Anth,Predict,
467,1,2015,Mixed,Anth,Predict,
534,4,2016,Mixed,Anth,Predict,
684,4,2016,Pastoralist,Anth,Predict,
440,4,2019,Pastoralist,Anth,Predict,
460,1,2021,Mixed,Anth,Predict,
49,2,2024,Mixed,Anth,Predict,
77,2,2024,Mixed,Anth,Predict,
130,2,2024,Mixed,Anth,Predict,
102,2,2025,Mixed,Anth,Predict,
280,2,2025,Mixed,Anth,Predict,
131,1,2026,Mixed,Anth,Predict,
586,1,2028,Fishing/Foraging,Anth,Predict,
461,4,2035,Mixed,Anth,Predict,
462,1,2035,Mixed,Anth,Predict,
254,1,2037,Mixed,Anth,Predict,
759,3,2037,Non Anth,Non Anth,Predict,
685,4,2038,Pastoralist,Anth,Predict,
633,1,2046,Pastoralist,Anth,Predict,
154,1,2048,Mixed,Anth,Predict,
767,4,2052,Pastoralist,Anth,Predict,
273,1,2058,Mixed,Anth,Predict,
779,2,2059,Non Anth,Non Anth,Predict,
95,1,2061,Mixed,Anth,Predict,
246,1,2061,Mixed,Anth,Predict,
126,4,2067,Mixed,Anth,Predict,
141,1,2068,Mixed,Anth,Predict,
274,4,2069,Mixed,Anth,Predict,
265,4,2076,Mixed,Anth,Predict,
145,1,2077,Mixed,Anth,Predict,
146,1,2077,Mixed,Anth,Predict,
112,2,2080,Mixed,Anth,Predict,
113,2,2082,Mixed,Anth,Predict,
701,4,2086,Mixed,Anth,Predict,
121,4,2093,Mixed,Anth,Predict,
258,2,2095,Mixed,Anth,Predict,
284,1,2101,Mixed,Anth,Predict,
295,1,2101,Mixed,Anth,Predict,
94,2,2104,Mixed,Anth,Predict,
92,1,2105,Mixed,Anth,Predict,
788,2,2105,Non Anth,Non Anth,Predict,
277,4,2113,Mixed,Anth,Predict,
64,2,2116,Mixed,Anth,Predict,
618,4,2120,Pastoralist,Anth,Predict,
662,4,2120,Pastoralist,Anth,Predict,
127,2,2127,Mixed,Anth,Predict,
103,1,2129,Mixed,Anth,Predict,
123,1,2131,Mixed,Anth,Predict,
250,1,2133,Mixed,Anth,Predict,
423,4,2136,Pastoralist,Anth,Predict,
245,4,2151,Mixed,Anth,Predict,
272,1,2153,Mixed,Anth,Predict,
287,2,2154,Mixed,Anth,Predict,
243,1,2155,Mixed,Anth,Predict,
813,1,2158,Fishing/Foraging,Anth,Predict,
521,4,2160,Pastoralist,Anth,Predict,
104,2,2161,Mixed,Anth,Predict,
256,4,2161,Mixed,Anth,Predict,
611,1,2167,Pastoralist,Anth,Predict,
766,4,2169,Pastoralist,Anth,Predict,
105,4,2171,Mixed,Anth,Predict,
263,2,2177,Mixed,Anth,Predict,
288,4,2182,Mixed,Anth,Predict,
58,2,2183,Mixed,Anth,Predict,
138,2,2185,Mixed,Anth,Predict,
275,1,2186,Mixed,Anth,Predict,
815,4,2186,Pastoralist,Anth,Predict,
816,1,2186,Fishing/Foraging,Anth,Predict,
269,4,2188,Mixed,Anth,Predict,
101,2,2189,Mixed,Anth,Predict,
255,4,2193,Mixed,Anth,Predict,
151,2,2195,Mixed,Anth,Predict,
281,2,2199,Mixed,Anth,Predict,
799,1,2203,Fishing/Foraging,Anth,Predict,
300,2,2206,Mixed,Anth,Predict,
547,4,2209,Pastoralist,Anth,Predict,
293,2,2211,Mixed,Anth,Predict,
52,2,2212,Mixed,Anth,Predict,
286,1,2215,Mixed,Anth,Predict,
574,1,2216,Fishing/Foraging,Anth,Predict,
106,2,2226,Mixed,Anth,Predict,
687,4,2227,Mixed,Anth,Predict,
270,1,2228,Mixed,Anth,Predict,
259,4,2231,Mixed,Anth,Predict,
107,2,2232,Mixed,Anth,Predict,
426,4,2234,Mixed,Anth,Predict,
603,1,2236,Pastoralist,Anth,Predict,
144,1,2239,Mixed,Anth,Predict,
290,1,2239,Mixed,Anth,Predict,
801,4,2239,Pastoralist,Anth,Predict,
262,4,2240,Mixed,Anth,Predict,
60,4,2245,Mixed,Anth,Predict,
802,4,2246,Pastoralist,Anth,Predict,
48,2,2249,Mixed,Anth,Predict,
449,1,2251,Mixed,Anth,Predict,
137,4,2252,Mixed,Anth,Predict,
593,4,2252,Pastoralist,Anth,Predict,
63,2,2253,Mixed,Anth,Predict,
100,2,2258,Mixed,Anth,Predict,
267,1,2259,Mixed,Anth,Predict,
614,4,2267,Pastoralist,Anth,Predict,
782,4,2274,Pastoralist,Anth,Predict,
798,1,2276,Pastoralist,Anth,Predict,
623,2,2279,Pastoralist,Anth,Predict,
122,4,2281,Mixed,Anth,Predict,
110,2,2286,Mixed,Anth,Predict,
420,1,2289,Mixed,Anth,Predict,
598,4,2289,Pastoralist,Anth,Predict,
51,2,2296,Mixed,Anth,Predict,
133,4,2302,Mixed,Anth,Predict,
282,1,2302,Mixed,Anth,Predict,
634,1,2303,Pastoralist,Anth,Predict,
580,4,2304,Pastoralist,Anth,Predict,
73,2,2305,Mixed,Anth,Predict,
805,4,2310,Pastoralist,Anth,Predict,
298,2,2312,Mixed,Anth,Predict,
814,4,2313,Pastoralist,Anth,Predict,
817,4,2313,Pastoralist,Anth,Predict,
609,1,2318,Pastoralist,Anth,Predict,
447,2,2319,Pastoralist,Anth,Predict,
116,2,2320,Mixed,Anth,Predict,
114,2,2326,Mixed,Anth,Predict,
608,4,2326,Pastoralist,Anth,Predict,
128,4,2330,Mixed,Anth,Predict,
454,2,2332,Mixed,Anth,Predict,
134,4,2334,Mixed,Anth,Predict,
797,4,2335,Pastoralist,Anth,Predict,
59,2,2338,Mixed,Anth,Predict,
812,4,2339,Pastoralist,Anth,Predict,
61,2,2340,Mixed,Anth,Predict,
435,2,2346,Pastoralist,Anth,Predict,
606,1,2348,Pastoralist,Anth,Predict,
596,4,2352,Pastoralist,Anth,Predict,
625,1,2353,Pastoralist,Anth,Predict,
804,2,2354,Pastoralist,Anth,Predict,
80,4,2359,Mixed,Anth,Predict,
139,4,2361,Mixed,Anth,Predict,
807,3,2371,Non Anth,Non Anth,Predict,
279,2,2373,Mixed,Anth,Predict,
583,1,2374,Pastoralist,Anth,Predict,
437,4,2375,Pastoralist,Anth,Predict,
72,2,2376,Mixed,Anth,Predict,
446,2,2386,Mixed,Anth,Predict,
71,2,2390,Mixed,Anth,Predict,
445,2,2393,Pastoralist,Anth,Predict,
422,2,2397,Mixed,Anth,Predict,
803,1,2398,Fishing/Foraging,Anth,Predict,
434,4,2407,Pastoralist,Anth,Predict,
448,1,2407,Pastoralist,Anth,Predict,
443,1,2411,Pastoralist,Anth,Predict,
54,2,2413,Mixed,Anth,Predict,
811,4,2413,Pastoralist,Anth,Predict,
808,4,2414,Pastoralist,Anth,Predict,
56,2,2427,Mixed,Anth,Predict,
50,2,2431,Mixed,Anth,Predict,
474,1,2431,Mixed,Anth,Predict,
632,4,2433,Pastoralist,Anth,Predict,
124,2,2459,Mixed,Anth,Predict,
125,2,2459,Mixed,Anth,Predict,
299,1,2459,Mixed,Anth,Predict,
908,1,2459,Fishing/Foraging,Anth,Predict,
617,4,2471,Pastoralist,Anth,Predict,
626,1,2471,Pastoralist,Anth,Predict,
630,1,2471,Pastoralist,Anth,Predict,
465,2,2473,Mixed,Anth,Predict,
455,1,2479,Mixed,Anth,Predict,
444,1,2493,Mixed,Anth,Predict,
902,1,2494,Fishing/Foraging,Anth,Predict,
69,2,2502,Mixed,Anth,Predict,
129,2,2506,Mixed,Anth,Predict,
595,1,2509,Pastoralist,Anth,Predict,
418,4,2521,Pastoralist,Anth,Predict,
469,4,2530,Mixed,Anth,Predict,
472,2,2544,Mixed,Anth,Predict,
628,4,2546,Pastoralist,Anth,Predict,
450,2,2551,Mixed,Anth,Predict,
475,1,2551,Mixed,Anth,Predict,
597,4,2554,Pastoralist,Anth,Predict,
459,4,2573,Mixed,Anth,Predict,
67,2,2576,Mixed,Anth,Predict,
152,2,2580,Mixed,Anth,Predict,
582,4,2581,Pastoralist,Anth,Predict,
120,4,2584,Mixed,Anth,Predict,
456,2,2586,Pastoralist,Anth,Predict,
760,2,2587,Non Anth,Non Anth,Predict,
91,4,2592,Mixed,Anth,Predict,
615,4,2595,Pastoralist,Anth,Predict,
457,2,2596,Mixed,Anth,Predict,
90,2,2601,Mixed,Anth,Predict,
627,4,2602,Pastoralist,Anth,Predict,
135,4,2615,Mixed,Anth,Predict,
635,2,2617,Pastoralist,Anth,Predict,
89,1,2638,Mixed,Anth,Predict,
93,4,2652,Mixed,Anth,Predict,
289,1,2667,Mixed,Anth,Predict,
470,1,2668,Mixed,Anth,Predict,
142,1,2670,Mixed,Anth,Predict,
636,4,2672,Pastoralist,Anth,Predict,
631,4,2710,Pastoralist,Anth,Predict,
117,1,2720,Mixed,Anth,Predict,
621,4,2724,Pastoralist,Anth,Predict,
463,1,2737,Mixed,Anth,Predict,
466,2,2740,Mixed,Anth,Predict,
473,1,2748,Mixed,Anth,Predict,
468,1,2758,Mixed,Anth,Predict,
464,4,2764,Mixed,Anth,Predict,
143,4,2776,Mixed,Anth,Predict,
136,1,2790,Mixed,Anth,Predict,
704,1,2803,Mixed,Anth,Predict,
458,4,2842,Pastoralist,Anth,Predict,
637,4,2842,Pastoralist,Anth,Predict,
111,4,2882,Mixed,Anth,Predict,
439,2,2884,Mixed,Anth,Predict,
108,1,2885,Mixed,Anth,Predict,
99,1,2922,Mixed,Anth,Predict,
132,2,2958,Mixed,Anth,Predict,
119,4,2990,Mixed,Anth,Predict,
0,,0,Non Anth,Non Anth,Confirmed,
1,,0,Non Anth,Non Anth,Confirmed, 
2,,370,Non Anth,Non Anth,Confirmed,G-30FR
3,,371,Non Anth,Non Anth,Confirmed,G-29FR
4,,371,Non Anth,Non Anth,Confirmed,G-27FR
5,,371,Non Anth,Non Anth,Confirmed,G-27FR
6,,395,Non Anth,Non Anth,Confirmed,G-26FR
7,,394,Non Anth,Non Anth,Confirmed,G-25FR
8,,372,Non Anth,Non Anth,Confirmed,G29HIR002
9,,371,Non Anth,Non Anth,Confirmed,G29HIR03
10,,395,Non Anth,Non Anth,Confirmed,G27HIR05
11,,395,Non Anth,Non Anth,Confirmed,G26HIR06
12,,1283,Non Anth,Non Anth,Confirmed,G28HIR09
13,,372,Non Anth,Non Anth,Confirmed,G30VA001
14,,395,Non Anth,Non Anth,Confirmed,G30VA003
15,,372,Non Anth,Non Anth,Confirmed,G29VA001
16,,371,Non Anth,Non Anth,Confirmed,G29VA003
17,,371,Non Anth,Non Anth,Confirmed,G27VA001
18,,372,Non Anth,Non Anth,Confirmed,G28VA002
19,,819,Non Anth,Non Anth,Confirmed,Gi4HA
20,,370,Non Anth,Non Anth,Confirmed,Gi30HA
21,,372,Non Anth,Non Anth,Confirmed,Gi30HA
22,,371,Non Anth,Non Anth,Confirmed,Gi29HA
23,,395,Non Anth,Non Anth,Confirmed,Gi27HA
24,,393,Non Anth,Non Anth,Confirmed,Gi26HA
25,,1434,Non Anth,Non Anth,Confirmed,Gi28HA
26,,372,Non Anth,Non Anth,Confirmed,Gi28HA
27,,372,Non Anth,Non Anth,Confirmed,G30RO
28,,371,Non Anth,Non Anth,Confirmed,G30RO1
29,,372,Non Anth,Non Anth,Confirmed,G29RO
30,,371,Non Anth,Non Anth,Confirmed,G27RO
31,,393,Non Anth,Non Anth,Confirmed,G26RO1
32,,556,Non Anth,Non Anth,Confirmed,G25RO
33,,441,Fishing/Foraging,Anth,Confirmed, 
34,,1191,Fishing/Foraging,Anth,Confirmed, 
35,,808,Fishing/Foraging,Anth,Confirmed, 
36,,463,Fishing/Foraging,Anth,Confirmed, 
37,,124,Fishing/Foraging,Anth,Confirmed, 
38,,762,Fishing/Foraging,Anth,Confirmed, 
39,,1170,Fishing/Foraging,Anth,Confirmed, 
40,,1180,Fishing/Foraging,Anth,Confirmed, 
41,,1402,Fishing/Foraging,Anth,Confirmed, 
42,,1141,Fishing/Foraging,Anth,Confirmed, 
43,,987,Fishing/Foraging,Anth,Confirmed, 
44,,0,Fishing/Foraging,Anth,Confirmed, 
45,,424,Fishing/Foraging,Anth,Confirmed, 
46,,0,Fishing/Foraging,Anth,Confirmed, 
47,,74,Fishing/Foraging,Anth,Confirmed, 
48,,74,Fishing/Foraging,Anth,Confirmed, 
49,,0,Fishing/Foraging,Anth,Confirmed, 
50,,99,Fishing/Foraging,Anth,Confirmed, 
51,,0,Fishing/Foraging,Anth,Confirmed, 
52,,0,Fishing/Foraging,Anth,Confirmed, 
53,,0,Fishing/Foraging,Anth,Confirmed, 
54,,0,Fishing/Foraging,Anth,Confirmed, 
55,,1669,Non Anth,Non Anth,Confirmed, 
56,,313,Non Anth,Non Anth,Confirmed, 
57,,1494,Non Anth,Non Anth,Confirmed, 
58,,1851,Non Anth,Non Anth,Confirmed, 
59,,1696,Non Anth,Non Anth,Confirmed, 
60,,34,Non Anth,Non Anth,Confirmed, 
61,,139,Non Anth,Non Anth,Confirmed, 
62,,25,Non Anth,Non Anth,Confirmed, 
63,,2762,Non Anth,Non Anth,Confirmed, 
64,,2536,Non Anth,Non Anth,Confirmed, 
65,,2128,Non Anth,Non Anth,Confirmed, 
66,,2996,Non Anth,Non Anth,Confirmed, 
67,,2441,Non Anth,Non Anth,Confirmed, 
68,,2377,Non Anth,Non Anth,Confirmed, 
69,,626,Non Anth,Non Anth,Confirmed, 
70,,626,Pastoralist,Anth,Confirmed, 
71,,626,Pastoralist,Anth,Confirmed, 
72,,1320,Pastoralist,Anth,Confirmed, 
73,,1650,Pastoralist,Anth,Confirmed, 
74,,1650,Pastoralist,Anth,Confirmed, 
75,,1302,Pastoralist,Anth,Confirmed, 
76,,1842,Pastoralist,Anth,Confirmed, 
77,,1551,Pastoralist,Anth,Confirmed, 
78,,986,Pastoralist,Anth,Confirmed, 
79,,1362,Pastoralist,Anth,Confirmed, 
80,,383,Pastoralist,Anth,Confirmed, 
81,,1013,Pastoralist,Anth,Confirmed, 
82,,793,Pastoralist,Anth,Confirmed, 
83,,967,Pastoralist,Anth,Confirmed, 
84,,54,Pastoralist,Anth,Confirmed, 
85,,54,Pastoralist,Anth,Confirmed, 
86,,699,Fishing/Foraging,Anth,Confirmed, 
87,,610,Fishing/Foraging,Anth,Confirmed, 
88,,519,Fishing/Foraging,Anth,Confirmed, 
89,,1220,Fishing/Foraging,Anth,Confirmed, 
90,,286,Fishing/Foraging,Anth,Confirmed, 
91,,180,Fishing/Foraging,Anth,Confirmed, 
92,,531,Fishing/Foraging,Anth,Confirmed, 
93,,96,Fishing/Foraging,Anth,Confirmed, 
94,,1161,Fishing/Foraging,Anth,Confirmed, 
95,,348,Fishing/Foraging,Anth,Confirmed, 
96,,308,Fishing/Foraging,Anth,Confirmed, 
97,,254,Fishing/Foraging,Anth,Confirmed, 
98,,497,Fishing/Foraging,Anth,Confirmed, 
99,,204,Fishing/Foraging,Anth,Confirmed, 
100,,606,Fishing/Foraging,Anth,Confirmed, 
101,,556,Fishing/Foraging,Anth,Confirmed, 
102,,395,Fishing/Foraging,Anth,Confirmed, 
103,,371,Fishing/Foraging,Anth,Confirmed, 
104,,1434,Fishing/Foraging,Anth,Confirmed, 
105,,395,Fishing/Foraging,Anth,Confirmed, 
106,,370,Fishing/Foraging,Anth,Confirmed, 
107,,0,Fishing/Foraging,Anth,Confirmed, 
108,,0,Fishing/Foraging,Anth,Confirmed, 
109,,997,Fishing/Foraging,Anth,Confirmed, 
110,,0,Fishing/Foraging,Anth,Confirmed, 
111,,0,Fishing/Foraging,Anth,Confirmed, 
112,,0,Fishing/Foraging,Anth,Confirmed, 
113,,0,Fishing/Foraging,Anth,Confirmed, 
114,,0,Fishing/Foraging,Anth,Confirmed, 
115,,0,Fishing/Foraging,Anth,Confirmed, 
116,,935,Fishing/Foraging,Anth,Confirmed, 
117,,0,Fishing/Foraging,Anth,Confirmed, 
118,,609,Fishing/Foraging,Anth,Confirmed, 
119,,633,Fishing/Foraging,Anth,Confirmed, 
120,,0,Fishing/Foraging,Anth,Confirmed, 
121,,1206,Fishing/Foraging,Anth,Confirmed, 
122,,0,Fishing/Foraging,Anth,Confirmed, 
123,,259,Fishing/Foraging,Anth,Confirmed, 
124,,169,Fishing/Foraging,Anth,Confirmed, 
125,,329,Fishing/Foraging,Anth,Confirmed, 
126,,514,Fishing/Foraging,Anth,Confirmed, 
127,,441,Fishing/Foraging,Anth,Confirmed, 
128,,1382,Fishing/Foraging,Anth,Confirmed, 
129,,711,Fishing/Foraging,Anth,Confirmed, 
130,,582,Fishing/Foraging,Anth,Confirmed, 
131,,0,Fishing/Foraging,Anth,Confirmed, 
132,,316,Fishing/Foraging,Anth,Confirmed, 
133,,0,Fishing/Foraging,Anth,Confirmed, 
134,,769,Fishing/Foraging,Anth,Confirmed, 
135,,1317,Fishing/Foraging,Anth,Confirmed, 
136,,441,Fishing/Foraging,Anth,Confirmed, 
137,,691,Fishing/Foraging,Anth,Confirmed, 
138,,1191,Fishing/Foraging,Anth,Confirmed, 
139,,808,Fishing/Foraging,Anth,Confirmed, 
140,,0,Fishing/Foraging,Anth,Confirmed, 
141,,1164,Fishing/Foraging,Anth,Confirmed, 
142,,0,Fishing/Foraging,Anth,Confirmed, 
143,,0,Fishing/Foraging,Anth,Confirmed, 
144,,0,Fishing/Foraging,Anth,Confirmed, 
145,,0,Fishing/Foraging,Anth,Confirmed, 
146,,1519,Fishing/Foraging,Anth,Confirmed, 
147,,513,Fishing/Foraging,Anth,Confirmed, 
148,,871,Fishing/Foraging,Anth,Confirmed, 
149,,743,Fishing/Foraging,Anth,Confirmed, 
150,,859,Fishing/Foraging,Anth,Confirmed, 
151,,788,Fishing/Foraging,Anth,Confirmed, 
152,,717,Fishing/Foraging,Anth,Confirmed, 
153,,1850,Fishing/Foraging,Anth,Confirmed, 
154,,1850,Fishing/Foraging,Anth,Confirmed, 
155,,1101,Fishing/Foraging,Anth,Confirmed, 
156,,463,Fishing/Foraging,Anth,Confirmed, 
157,,623,Fishing/Foraging,Anth,Confirmed, 
158,,807,Fishing/Foraging,Anth,Confirmed, 
159,,1380,Fishing/Foraging,Anth,Confirmed, 
160,,62,Fishing/Foraging,Anth,Confirmed, 
161,,154,Fishing/Foraging,Anth,Confirmed, 
162,,124,Fishing/Foraging,Anth,Confirmed, 
163,,843,Fishing/Foraging,Anth,Confirmed, 
164,,1585,Fishing/Foraging,Anth,Confirmed, 
165,,762,Fishing/Foraging,Anth,Confirmed, 
166,,762,Fishing/Foraging,Anth,Confirmed, 
167,,1170,Fishing/Foraging,Anth,Confirmed, 
168,,852,Fishing/Foraging,Anth,Confirmed, 
169,,1180,Fishing/Foraging,Anth,Confirmed, 
170,,1718,Fishing/Foraging,Anth,Confirmed, 
171,,1402,Fishing/Foraging,Anth,Confirmed, 
172,,1141,Fishing/Foraging,Anth,Confirmed, 
173,,1402,Fishing/Foraging,Anth,Confirmed, 
174,,987,Fishing/Foraging,Anth,Confirmed, 
175,,581,Fishing/Foraging,Anth,Confirmed, 
176,,769,Fishing/Foraging,Anth,Confirmed, 
177,,869,Fishing/Foraging,Anth,Confirmed, 
178,,574,Fishing/Foraging,Anth,Confirmed, 
179,,821,Fishing/Foraging,Anth,Confirmed, 
180,,603,Fishing/Foraging,Anth,Confirmed, 
181,,918,Fishing/Foraging,Anth,Confirmed, 
182,,918,Fishing/Foraging,Anth,Confirmed, 
183,,0,Fishing/Foraging,Anth,Confirmed, 
184,,424,Fishing/Foraging,Anth,Confirmed, 
185,,424,Fishing/Foraging,Anth,Confirmed, 
186,,1283,Fishing/Foraging,Anth,Confirmed, 
187,,0,Fishing/Foraging,Anth,Confirmed, 
188,,0,Fishing/Foraging,Anth,Confirmed, 
189,,74,Fishing/Foraging,Anth,Confirmed, 
190,,74,Fishing/Foraging,Anth,Confirmed, 
191,,0,Fishing/Foraging,Anth,Confirmed, 
192,,0,Fishing/Foraging,Anth,Confirmed, 
193,,364,Fishing/Foraging,Anth,Confirmed, 
194,,99,Fishing/Foraging,Anth,Confirmed, 
195,,641,Fishing/Foraging,Anth,Confirmed, 
196,,1132,Fishing/Foraging,Anth,Confirmed, 
197,,0,Fishing/Foraging,Anth,Confirmed, 
198,,0,Fishing/Foraging,Anth,Confirmed, 
199,,0,Fishing/Foraging,Anth,Confirmed, 
200,,0,Fishing/Foraging,Anth,Confirmed, 
201,,0,Fishing/Foraging,Anth,Confirmed, 
202,,0,Fishing/Foraging,Anth,Confirmed, 
203,,372,Fishing/Foraging,Anth,Confirmed, 
204,,0,Fishing/Foraging,Anth,Confirmed, 
205,,0,Fishing/Foraging,Anth,Confirmed, 
206,,0,Fishing/Foraging,Anth,Confirmed, 
207,,948,Fishing/Foraging,Anth,Confirmed, 
208,,2425,Fishing/Foraging,Anth,Confirmed, 
209,,0,Fishing/Foraging,Anth,Confirmed, 
210,,0,Fishing/Foraging,Anth,Confirmed, 
211,,0,Fishing/Foraging,Anth,Confirmed, 
212,,1033,Fishing/Foraging,Anth,Confirmed, 
213,,1368,Fishing/Foraging,Anth,Confirmed, 
214,,1592,Fishing/Foraging,Anth,Confirmed, 
215,,2027,Fishing/Foraging,Anth,Confirmed, 
216,,1592,Fishing/Foraging,Anth,Confirmed, 
217,,0,Fishing/Foraging,Anth,Confirmed, 
218,,751,Fishing/Foraging,Anth,Confirmed, 
219,,751,Fishing/Foraging,Anth,Confirmed, 
220,,1292,Fishing/Foraging,Anth,Confirmed, 
221,,0,Mixed,Anth,Confirmed, 
222,,0,Mixed,Anth,Confirmed, 
223,,584,Mixed,Anth,Confirmed, 
224,,388,Mixed,Anth,Confirmed, 
225,,0,Mixed,Anth,Confirmed, 
226,,0,Mixed,Anth,Confirmed, 
227,,831,Mixed,Anth,Confirmed, 
228,,0,Mixed,Anth,Confirmed, 
229,,0,Mixed,Anth,Confirmed, 
230,,0,Mixed,Anth,Confirmed, 
231,,204,Mixed,Anth,Confirmed, 
232,,442,Mixed,Anth,Confirmed, 
233,,0,Mixed,Anth,Confirmed, 
234,,0,Mixed,Anth,Confirmed, 
235,,0,Mixed,Anth,Confirmed, 
236,,0,Mixed,Anth,Confirmed, 
237,,0,Mixed,Anth,Confirmed, 
238,,0,Mixed,Anth,Confirmed, 
239,,0,Mixed,Anth,Confirmed, 
240,,124,Mixed,Anth,Confirmed, 
241,,173,Mixed,Anth,Confirmed, 
242,,0,Mixed,Anth,Confirmed, 
243,,124,Mixed,Anth,Confirmed, 
244,,124,Mixed,Anth,Confirmed, 
